Incident,Summary,label
VANDALISM Vandalism-Misdemeanor,A suspect used a chair to smash the rear windshield of a student's vehicle while it was parked near the location.,2
SERVICE Injury Response,A student was transported to SHC for medical treatment after injuring her ankle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a dental tool.,2
THEFT-PETTY Shoplifting,A suspect was arrested for removing merchandise from the location without paying for it.,2
SERVICE Injury Response,A staff member was examined and released at the scene after injuring her knee.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a laptop computer.,2
BURGLARY-OTHER Possession of Burglary Tools,A suspect was arrested for possession of burglary tools after using bolt cutters to cut a lock on an electrical transformer vault.,3
"EH&S Smell of Smoke, Odor, Non-Fire",A student was cited to Judicial Affairs for smoking marijuana in an apartment at the location.,1
ALCOHOL Drunk In Public,A suspect who was reported to have been harassing female students was arrested for public intoxication.,2
SERVICE Suspicious Circumstances,A student reported that someone entered his apartment without permission and moved his belongings to one side of the bedroom. The student did not find any property missing at the time of the report.,2
WARRANT Warrant Arrest,A trespassing suspect was arrested for two outstanding warrants.,2
SERVICE Illness Response,A student was examined and released to seek medical treatment on her own after fainting.,2
FIRE Alarm Malicious,A fire alarm was activated from a pull station.,3
PROPERTY Lost/Missing Property,A student reported her cellular phone missing.,1
TRESPASS Trespassing,A resident reported an on-going problem with a suspect trespassing at the location. The suspect was not present at the time of the report.,3
PROPERTY Lost/Missing Property,A staff member reported a package missing.,1
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
SERVICE Illness Response,A staff member was transported to a local hospital for medical treatment after complaining of dizziness.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A student reported receiving multiple calls from a suspect who attempted to extort money from him while claiming to be an FBI agent.,2
SERVICE Suspicious Circumstances,A suspicious bag was reported in front of the location. Officers secured the area around the bag and it was subsequently determined to be harmless.,2
DISTURBANCE Disturbing The Peace,Approximately fifty people gathered outside the location to protest a flag that was hanging over the balcony of a student's apartment. When contacted the student stated that he hung the flag as a prank and he subsequently removed it.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
TRAFFIC Traffic Collision With Injuries,"A non-USC female driving her personal vehicle collided with a non-USC male driving his personal vehicle, causing moderate damage. The female complained of pain to her side and was examined and released at the scene.",3
SERVICE Illness Response,A disoriented non-USC male suffering from an unspecified illness was transported within the facility for medical treatment.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by a dead body.,3
SERVICE Injury Response,A student was examined and released at the scene after injuring his shoulder.,2
SUICIDE Suicide,A student committed suicide.,5
TRAFFIC Traffic Collision Without Injuries,"A staff member drove a University vehicle into a bicycle parked in a bike rack, damaging the bicycle fender and wheel.",2
SERVICE Illness Response,A non-USC female was transported within the facility for medical treatment after fainting.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed credit cards from a purse.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
FRAUD Fraud-General,A suspect used a counterfeit one hundred dollar bill to pay for a meal in the cafeteria at the location and upon receiving his change he fled on foot.,2
SERVICE Illness Response,A non-USC male was examined and released at the scene after complaining of dizziness and feeling light headed.,2
SERVICE Illness Response,A student was examined and released at the scene after fainting.,2
THEFT-PETTY Shoplifting,A suspect was arrested for removing merchandise from the location without paying for it.,2
PROPERTY Damaged Property,"A roll up parking gate lowered and struck a student's vehicle as he was exiting the location, damaging the rear bumper and trunk.",1
BATTERY Battery,A student reported that a suspect caressed her thigh without her consent while she was watching a movie at the location.,3
TRAFFIC Traffic Collision Without Injuries,"A non-USC male, non-USC female and a student were involved in a three vehicle collision at the location, causing unspecified damage.",2
THEFT-PETTY Theft Petty-Plain,A suspect removed a staff member's department issued uniform pants from a clothesline at her residence.,2
SERVICE Illness Response,A non-USC female was transported to a local hospital for medical treatment after injuring her arm.,2
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect removed the vehicle battery.,4
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
SERVICE Illness Response,A staff member was transported within the facility for medical treatment after suffering a seizure.,2
SERVICE Illness Response,A staff member was transported within the facility for medical treatment after complaining of dizziness.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
"EH&S Slip, Trip & Fall Safety Hazard",A staff member reported that a stone walkway was damaged by wear at the location.,1
SERVICE Injury Response,A staff member was transported to a local hospital for medical treatment after sustaining a cut above her eye.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
SERVICE Illness Response,A student was transported to SHC for medical treatment after complaining of abdominal pains.,2
SERVICE Illness Response,A non-USC male suffering from an unspecified illness was transported to a local hospital for medical treatment.,2
"OBSCENE ACTIVITY Obscene, Annoying, Threatening Phone Calls",A staff member reported that several copies of a disturbing flyer were printed on a printer in his office.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
WARRANT Warrant Arrest,A prowling suspect was arrested for an outstanding warrant.,2
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed the vehicle battery.,2
HARASSMENT Stalking,"A student reported that a male she spoke to briefly on a Metrolink train two months ago has shown up on campus the past two days and attempted to initiate a conversation with her, causing her to fear for her safety.",2
FRAUD Fraud-General,A suspect used unknown means to make multiple unauthorized purchases on a student's credit card account.,2
NARCOTICS Possession of a Controlled Substance,A shoplifting suspect was arrested for possession of a controlled substance and three outstanding warrants.,3
SERVICE Illness Response,A non-USC female was transported within the facility for medical treatment after complaining of chest pains.,2
SERVICE Illness Response,A non-USC male was transported to a local hospital for medical treatment after complaining of chest pains.,2
BURGLARY Burglary-Hot Prowl,A suspect removed a tote bag.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a portable speaker.,2
THEFT-TRICK Theft-Trick or Device,A student reported that a suspect claiming to be an FBI agent called and informed her that she owed several thousand dollars in,2
